ID	ActiveDriverWGS1	ActiveDriverWGS	MutSig2CV_NC	NBR	oncodrivefml	Brown_observed	Fisher_observed	Brown_Scale_C_observed	Brown_DF_observed
smallrna.ncrna::gencode::ACA64::ENSG00000252119.1	1	1	0.999245769049528	1	NA	0.999904948247121	0.999999999999986	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::CPEB3_ribozyme::ENSG00000221042.1	1	1	0.994868032298549	1	NA	0.99923619701243	0.999999999970919	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::CTD-3135A9.3::ENSG00000253602.1	0.884516185930008	0.884516185930008	0.999754748911893	0.878570235336265	0.76803	0.955305476722484	0.99947631850305	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::CoTC_ribozyme::ENSG00000221031.1	0.814058142492947	0.814058142492947	0.992431969554965	0.88369083182355	0.35521	0.833816475702197	0.977524635797943	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::HAR1A::ENSG00000225978.2	0.996193092117507	0.996193092117507	0.999999805848065	0.99725753103305	0.81801	0.992234621781785	0.999997058306293	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::KLHL22-IT1::ENSG00000255156.1	1	1	0.99961059293972	1	NA	0.999953638818804	0.999999999999999	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::LINC00910::ENSG00000188825.9	0.98662120207367	0.98662120207367	0.589751416888523	0.781626201637891	0.42873	0.823745954116798	0.973557795336682	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::LZTS1-AS1::ENSG00000253733.2	0.679782091328041	0.679782091328041	0.151176887728712	0.990049399152964	0.44916	0.569508476798387	0.73078724803938	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000253143.2	0.712999054480518	0.712999054480518	0.99956866801374	0.976826083277258	0.33925	0.80461940558133	0.964919605002622	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000271770.1	1	1	0.999908976793634	1	NA	0.999990435301835	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000271986.1	1	1	0.991944778431309	1	NA	0.998752351783257	0.999999999822863	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272019.1	0.48717145180932	0.48717145180932	0.998312700830911	0.788266884949193	0.39462	0.685951889060994	0.876329785958585	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272042.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272075.1	0.945867196828543	0.945867196828543	0.0288738892647996	0.174271723565021	NA	0.259080828709759	0.212904483320663	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272096.1	0.85920848876393	0.85920848876393	0.99405648272296	0.56759672309625	0.58316	0.856774610332336	0.985142840411614	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272197.1	1	1	0.990821766989481	1	NA	0.99856174513083	0.999999999701032	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272232.1	1	1	0.99981274517063	1	NA	0.99997906574892	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272244.1	1	1	0.999902686820788	1	NA	0.999989715513674	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272283.1	1	1	0.991387012933781	1	NA	0.998657970814229	0.99999999976831	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272412.1	1	1	0.999916463570597	1	NA	0.999991286465113	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272469.1	1	1	0.995136699607925	1	NA	0.999279594287063	0.999999999976555	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272536.1	1	1	0.997182657916498	1	NA	0.999602095854574	0.999999999997366	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::NRON::ENSG00000253079.1	1	1	0.999994041921261	1	NA	0.999999504566371	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RMRPP1::ENSG00000253045.1	1	1	0.992918676121232	1	NA	0.998915686152357	0.999999999894331	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RMRPP2::ENSG00000252419.1	1	1	0.999678305556907	0.912880570445777	0.01287	0.454321907310933	0.542702164187195	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RMRPP3::ENSG00000252465.1	1	1	0.994229968612011	1	NA	0.999132328030861	0.999999999953493	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RMRPP4::ENSG00000251950.1	1	1	0.999969168467201	1	NA	0.999997047765737	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RMRPP5::ENSG00000223088.1	1	1	0.99966937756226	1	NA	0.999961187397142	0.999999999999999	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP100::ENSG00000223190.1	0.642427786023348	0.642427786023348	0.997670371931343	0.938814036701697	0.53608	0.834356353444085	0.977726272177066	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP101::ENSG00000223308.1	0.360374338247132	0.360374338247132	0.241941474387413	0.143983242849858	0.69302	0.327680990476858	0.317736402293789	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP102::ENSG00000223118.1	0.923513535169372	0.923513535169372	0.229972603289936	0.889975656746352	0.66204	0.75021338927562	0.931975608561744	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP103::ENSG00000200718.1	0.770653774452886	0.770653774452886	0.999035779360269	0.833154545893937	0.62626	0.890022599843785	0.992946579898673	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP104::ENSG00000199475.1	0.698320570469801	0.698320570469801	0.123395962111516	0.956733325208392	0.20999	0.457474768176316	0.548226105291448	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP105::ENSG00000253001.1	0.745366194758026	0.745366194758026	0.114183012343586	0.961334754934539	0.67979	0.607092235044898	0.783613040541572	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP106::ENSG00000222764.1	1	1	0.999827624846419	1	NA	0.999980865804165	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP107::ENSG00000201027.1	0.067100139630898	0.067100139630898	0.98788523674933	0.269236384657207	0.26031	0.178354304693682	0.0955078882908829	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP108::ENSG00000223299.1	0.01825697421971	0.01825697421971	0.24802833897341	0.00871286588771092	0.44924	0.0251631849518681	0.00089367502337288	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP109::ENSG00000222524.1	0.251113388610505	0.251113388610505	0.998088094044331	0.531482741386786	0.42689	0.475970255442084	0.580326074243178	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP10::ENSG00000201161.1	0.977415019912395	0.977415019912395	0.999612945795961	0.869158832412077	0.05505	0.62008381214597	0.8006428539774	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP110::ENSG00000222078.1	1	1	0.999818072927304	1	NA	0.99997971173626	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP111::ENSG00000222281.1	1	1	0.999927645030186	1	NA	0.999992545328208	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP112::ENSG00000223145.1	0.880019826809519	0.880019826809519	0.999334199341624	0.907371861165106	0.76748	0.957528884440954	0.999548950577498	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP113::ENSG00000200761.1	0.941382390623402	0.941382390623402	0.996992159536096	0.91700829396589	0.41626	0.901362218803397	0.994825998080143	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP114::ENSG00000222259.1	0.552219149317741	0.552219149317741	0.999448787033673	0.764817955493176	0.2036	0.625189452470308	0.80715346666142	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP115::ENSG00000200047.1	0.696726044770949	0.696726044770949	0.999193741327749	0.827300075021882	0.981	0.921140884312505	0.997276433197284	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP116::ENSG00000252711.1	0.57291884357956	0.57291884357956	0.199415947382465	0.653963255409821	0.42591	0.504106146951109	0.627935084271762	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP117::ENSG00000222107.1	1	1	0.99973632990243	1	NA	0.999969643259415	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP118::ENSG00000201201.1	1	1	0.999063070591048	1	NA	0.999879696070607	0.999999999999968	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP119::ENSG00000222685.1	1	1	0.99954758708564	1	NA	0.999945438440145	0.999999999999998	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP11::ENSG00000252827.1	0.0817902170332144	0.0817902170332144	0.28428409227355	0.240338773781035	0.10926	0.107606332711484	0.0311077222467365	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP120::ENSG00000222693.1	0.0845642474436003	0.0845642474436003	0.39100518615745	0.0866821551511495	0.71899	0.152185734472886	0.0677823551308042	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP121::ENSG00000222774.1	1	1	0.99999921075216	1	NA	0.999999944824867	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP122::ENSG00000251732.1	0.815400681283705	0.815400681283705	0.999582062221771	0.913372315109622	0.39547	0.855127119499988	0.984659809197948	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP123::ENSG00000222664.1	1	1	0.999999998032894	1	NA	0.999999999917792	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP124::ENSG00000201600.1	0.473524297826251	0.473524297826251	0.999999068418075	0.857417240721499	0.6163	0.753818229794201	0.934554818372651	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP125::ENSG00000222413.1	0.830725813135234	0.830725813135234	0.122690357177839	0.739695596099492	0.93867	0.654412354986596	0.842372663293401	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP126::ENSG00000223075.1	1	1	0.999966311209802	1	NA	0.999996749537322	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP127::ENSG00000222375.1	1	1	0.99408700090591	0.797754240250456	0.14712	0.751589518912226	0.932966963743231	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP128::ENSG00000201140.1	1	1	0.999935960356067	1	NA	0.999993470844222	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP129::ENSG00000222220.1	1	1	0.996477631519335	1	NA	0.999492750171279	0.999999999993559	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP12::ENSG00000252084.1	0.768819092514352	0.768819092514352	0.991931001483071	0.736103974945318	0.61954	0.870105958181821	0.988706401552431	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP130::ENSG00000201794.1	1	1	0.999919710661299	1	NA	0.999991653623328	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP131::ENSG00000199876.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP132::ENSG00000251810.1	1	1	0.999174661731397	1	NA	0.999895176551196	0.999999999999981	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP133::ENSG00000201715.1	0.628757274560423	0.628757274560423	0.99683660159228	0.835241502318336	0.9075	0.885216750694724	0.992036533131744	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP134::ENSG00000200830.1	0.232864380722636	0.232864380722636	0.999799176372125	0.443541306207487	0.54421	0.466209132982759	0.563453582704629	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP135::ENSG00000252358.1	0.053776040507222	0.053776040507222	0.0518695347827191	0.0722501474806821	0.56938	0.0594192187172617	0.00762321681752773	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP136::ENSG00000222859.1	0.815942246999217	0.815942246999217	0.0784668172872479	0.886400554067761	0.09129	0.353410161164619	0.362808386732893	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP137::ENSG00000223006.1	0.013170987840477	0.013170987840477	0.320353473250608	0.0748463743436354	0.38532	0.0402224238007714	0.00291756586508492	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP139::ENSG00000222343.1	0.219477322108811	0.219477322108811	0.995086833503133	0.406532037131192	0.69776	0.470471983027578	0.57084197941374	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP13::ENSG00000251742.1	0.474931943859009	0.474931943859009	0.0542428104217716	0.748237217808489	0.31893	0.321789145796883	0.307569605666783	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP140::ENSG00000223128.1	0.970921256385636	0.970921256385636	0.99213771890579	0.870044936501349	0.04136	0.579793779162854	0.745747972692265	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP141::ENSG00000251976.1	1	1	0.98601268034809	0.858376303692568	0.87499	0.986326524040546	0.999984129375808	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP142::ENSG00000223168.1	0.771704850744013	0.771704850744013	0.999000418298782	0.857938752236673	0.08731	0.616730943618102	0.796311033918272	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP143::ENSG00000222451.1	0.875721668924474	0.875721668924474	0.999461540233722	0.937200968758816	0.19197	0.77575615123539	0.949024917275766	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP144::ENSG00000223040.1	0.42010295399087	0.42010295399087	0.995033308034215	0.74180323075507	0.82428	0.73961918381059	0.924063514649143	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP145::ENSG00000200161.1	0.685409246333653	0.685409246333653	0.99999923699402	0.808716455505343	0.15369	0.653474892982067	0.841298039699272	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP146::ENSG00000222174.1	1	1	0.996242802318772	1	NA	0.999455875905768	0.999999999991659	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP147::ENSG00000252963.1	0.263200888861964	0.263200888861964	0.410991249995953	0.699602862732539	0.87423	0.49873043067972	0.618969417086264	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP148::ENSG00000222111.1	1	1	0.999755539662831	1	NA	0.999972037266003	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP149::ENSG00000199878.1	0.386248123600552	0.386248123600552	0.999809782504255	0.652210044494734	0.6567	0.665937302573453	0.855278335690358	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP14::ENSG00000251809.1	0.343724684711269	0.343724684711269	0.992050617698441	0.595638202104419	0.98626	0.676393054320696	0.866492991725218	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP150::ENSG00000222448.1	1	1	0.991128772801384	1	NA	0.998614079256808	0.999999999739167	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP151::ENSG00000222162.1	1	1	0.990674590981575	1	NA	0.998536598501065	0.999999999681333	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP152::ENSG00000222376.1	0.364597894964627	0.364597894964627	0.990643540701441	0.56050969608214	0.37222	0.553956650503542	0.707489882860381	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP153::ENSG00000201896.1	0.286087397514071	0.286087397514071	0.998357493875116	0.507138426250079	0.00919	0.188285512701022	0.107127584295218	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP154::ENSG00000222068.1	0.742503868249534	0.742503868249534	0.998296493462302	0.821021895923378	0.57518	0.866187033454618	0.987721569011607	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP155::ENSG00000251840.1	0.0831182175237211	0.0831182175237211	0.150445706572674	0.0823815813163175	0.67484	0.112090217808314	0.034159868142907	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP156::ENSG00000222240.1	0.817655633662694	0.817655633662694	0.371048461494341	0.263783891327844	0.68021	0.616568889565275	0.796100540937517	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP157::ENSG00000251983.1	0.881450930098468	0.881450930098468	0.138001089113527	0.91250704683252	0.13238	0.465064641798407	0.561464925780509	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP158::ENSG00000222385.1	0.683796116281572	0.683796116281572	0.999999523101224	0.862957689662321	0.00946	0.344437181469189	0.346980669095767	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP159::ENSG00000222589.1	0.062735762061425	0.062735762061425	0.402208999569238	0.274911750369041	0.12599	0.110457375379941	0.0330314888358892	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP15::ENSG00000201612.1	0.23368603982054	0.23368603982054	0.00053044346920247	0.465313692424692	0.98845	0.0740682458852154	0.0129603433336029	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP160::ENSG00000200674.1	0.103181830527021	0.103181830527021	0.985817202824729	0.478836535878228	0.24961	0.258620162178533	0.204123878787805	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP161::ENSG00000223042.1	1	1	0.999994522275507	1	NA	0.999999547783837	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP162::ENSG00000200475.1	1	1	0.999956143755672	1	NA	0.99999567163068	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP163::ENSG00000200091.1	0.719872804987495	0.719872804987495	0.00384638086444011	0.846013459174056	0.94474	0.275278950154866	0.230224361027483	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP164::ENSG00000251947.1	0.7288895512008	0.7288895512008	0.0823060711649716	0.96634270056926	0.9959	0.60908426739677	0.7862668665253	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP165::ENSG00000223282.1	1	1	0.999992996866291	1	NA	0.99999940953273	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP166::ENSG00000222744.1	0.16815716975797	0.16815716975797	0.999604724137316	0.334262313767123	0.14795	0.266050495922925	0.215642792020839	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP167::ENSG00000222979.1	0.862065710208826	0.862065710208826	0.999231654473057	0.845213000303222	0.07968	0.632275197240528	0.81601554913449	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP168::ENSG00000222842.1	1	1	0.997957073818946	0.903812185865052	0.43452	0.920593580947028	0.997221655360499	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP169::ENSG00000223056.1	0.87333739996041	0.87333739996041	0.998315531151959	0.926846980023663	0.56749	0.923283434903217	0.997484206159477	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP16::ENSG00000222112.1	1	1	0.999997342615954	1	NA	0.999999793824521	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP170::ENSG00000199420.1	0.733340874993143	0.733340874993143	0.0430163260490821	0.828040030974573	0.69403	0.467963699644856	0.566498220889361	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP171::ENSG00000201287.1	1	1	0.999993511000209	1	NA	0.999999456450757	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP172::ENSG00000223273.1	1	1	0.999996055870216	1	NA	0.999999683441882	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP173::ENSG00000199691.1	1	1	0.999988695179307	1	NA	0.999999006843402	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP174::ENSG00000200673.1	1	1	0.999976453068986	1	NA	0.999997796862666	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP177::ENSG00000222499.1	0.71614557905739	0.71614557905739	0.999998157910653	0.837550269400193	0.89904	0.918747021613066	0.997031648652052	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP178::ENSG00000201875.1	0.310680589798921	0.310680589798921	0.992876530425944	0.546966905161981	0.89448	0.623555422375531	0.805081105395023	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP179::ENSG00000251935.1	1	1	0.996586638727911	1	NA	0.999509794096802	0.999999999994321	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP17::ENSG00000223174.1	1	1	0.999638911212793	1	NA	0.999957288440651	0.999999999999999	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP180::ENSG00000200783.1	1	1	0.990463809310871	1	NA	0.998500519874258	0.999999999651441	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP181::ENSG00000223120.1	0.728548184402059	0.728548184402059	0.999203063500301	0.96719807206051	0.73141	0.915103634667992	0.996632813898096	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP182::ENSG00000222704.1	1	1	0.999937193039708	1	NA	0.99999360719892	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP183::ENSG00000252978.1	0.528647409569785	0.528647409569785	0.0627662178572402	0.408100771074563	0.46882	0.333395902688593	0.327659005025157	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP184::ENSG00000199218.1	1	1	0.999960702334791	1	NA	0.999996157907383	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP185::ENSG00000199683.1	0.643488709303005	0.643488709303005	0.999859378574602	0.812374692430247	0.31516	0.737761369665915	0.922624826113603	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP186::ENSG00000202241.1	0.79624058043935	0.79624058043935	0.996688255557991	0.856723121489723	0.1388	0.688676840511681	0.879060707548244	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP188::ENSG00000222721.1	0.797041535897623	0.797041535897623	0.999205686473249	0.955684416643282	0.06455	0.599551338997973	0.773429655274531	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP189::ENSG00000201912.1	1	1	0.99999979862274	1	NA	0.999999987479361	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP18::ENSG00000251814.1	0.901018752835465	0.901018752835465	0.109849329687933	0.867018364411109	0.94043	0.684051393428323	0.87440584411452	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP190::ENSG00000251888.1	1	1	0.999742659587154	1	NA	0.999970433806926	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP191::ENSG00000201583.1	1	1	0.99989650574674	1	NA	0.999989004279093	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP192::ENSG00000223223.1	0.301318414556682	0.301318414556682	0.999915098640002	0.503253157777442	0.38568	0.500113635063376	0.621282656984234	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RN7SKP193::ENSG00000201358.1	1	1	0.99858925017852	1	NA	0.999812344578738	0.999999999999835	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP194::ENSG00000223260.1	1	1	0.996654977862401	1	NA	0.999520454886472	0.999999999994763	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RN7SKP195::ENSG00000252396.1	0.745275246183464	0.745275246183464	0.243345294382646	0.180924940511575	0.93198	0.530838527734878	0.67145797818294	3.01202668600446	3.32002370578771
