ID	ActiveDriverWGS1	ActiveDriverWGS	MutSig2CV_NC	NBR	oncodrivefml
smallrna.ncrna::gencode::ACA64::ENSG00000252016.1	0.412725777540781	0.412725777540781	0.9975064486942213	0.640099684810963	0.65286
smallrna.ncrna::gencode::ACA64::ENSG00000252119.1	1	1	0.9992457690495277	1	NA
smallrna.ncrna::gencode::CPEB3_ribozyme::ENSG00000221042.1	1	1	0.9948680322985493	1	NA
smallrna.ncrna::gencode::CTD-3135A9.3::ENSG00000253602.1	0.884516185930008	0.884516185930008	0.9997547489118926	0.878570235336265	0.76803
smallrna.ncrna::gencode::CoTC_ribozyme::ENSG00000221031.1	0.814058142492947	0.814058142492947	0.992431969554965	0.88369083182355	0.35521
smallrna.ncrna::gencode::HAR1A::ENSG00000225978.2	0.996193092117507	0.996193092117507	0.9999998058480654	0.99725753103305	0.81801
smallrna.ncrna::gencode::KLHL22-IT1::ENSG00000255156.1	1	1	0.9996105929397197	1	NA
smallrna.ncrna::gencode::LINC00910::ENSG00000188825.9	0.98662120207367	0.98662120207367	0.5897514168885227	0.781626201637891	0.42873
smallrna.ncrna::gencode::LZTS1-AS1::ENSG00000253733.2	0.679782091328041	0.679782091328041	0.15117688772871166	0.990049399152964	0.44916
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000253143.2	0.712999054480518	0.712999054480518	0.9995686680137396	0.976826083277258	0.33925
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000271770.1	1	1	0.9999089767936337	1	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000271986.1	1	1	0.9919447784313089	1	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272019.1	0.48717145180932	0.48717145180932	0.9983127008309106	0.788266884949193	0.39462
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272042.1	1	1	0.9999999999999998	1	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272075.1	0.945867196828543	0.945867196828543	0.028873889264799557	0.174271723565021	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272096.1	0.85920848876393	0.85920848876393	0.9940564827229601	0.56759672309625	0.58316
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272197.1	1	1	0.9908217669894814	1	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272232.1	1	1	0.99981274517063	1	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272244.1	1	1	0.999902686820788	1	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272283.1	1	1	0.9913870129337808	1	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272412.1	1	1	0.9999164635705973	1	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272469.1	1	1	0.995136699607925	1	NA
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272536.1	1	1	0.9971826579164977	1	NA
smallrna.ncrna::gencode::NRON::ENSG00000253079.1	1	1	0.9999940419212608	1	NA
smallrna.ncrna::gencode::RMRPP1::ENSG00000253045.1	1	1	0.9929186761212315	1	NA
smallrna.ncrna::gencode::RMRPP2::ENSG00000252419.1	1	1	0.9996783055569073	0.912880570445777	0.01287
smallrna.ncrna::gencode::RMRPP3::ENSG00000252465.1	1	1	0.9942299686120105	1	NA
smallrna.ncrna::gencode::RMRPP4::ENSG00000251950.1	1	1	0.9999691684672014	1	NA
smallrna.ncrna::gencode::RMRPP5::ENSG00000223088.1	1	1	0.9996693775622605	1	NA
smallrna.ncrna::gencode::RN7SKP100::ENSG00000223190.1	0.642427786023348	0.642427786023348	0.9976703719313433	0.938814036701697	0.53608
smallrna.ncrna::gencode::RN7SKP101::ENSG00000223308.1	0.360374338247132	0.360374338247132	0.24194147438741284	0.143983242849858	0.69302
smallrna.ncrna::gencode::RN7SKP102::ENSG00000223118.1	0.923513535169372	0.923513535169372	0.2299726032899359	0.889975656746352	0.66204
smallrna.ncrna::gencode::RN7SKP103::ENSG00000200718.1	0.770653774452886	0.770653774452886	0.9990357793602694	0.833154545893937	0.62626
smallrna.ncrna::gencode::RN7SKP104::ENSG00000199475.1	0.698320570469801	0.698320570469801	0.12339596211151646	0.956733325208392	0.20999
smallrna.ncrna::gencode::RN7SKP105::ENSG00000253001.1	0.745366194758026	0.745366194758026	0.11418301234358595	0.961334754934539	0.67979
smallrna.ncrna::gencode::RN7SKP106::ENSG00000222764.1	1	1	0.9998276248464191	1	NA
smallrna.ncrna::gencode::RN7SKP107::ENSG00000201027.1	0.067100139630898	0.067100139630898	0.9878852367493298	0.269236384657207	0.26031
smallrna.ncrna::gencode::RN7SKP108::ENSG00000223299.1	0.01825697421971	0.01825697421971	0.24802833897340973	0.00871286588771092	0.44924
smallrna.ncrna::gencode::RN7SKP109::ENSG00000222524.1	0.251113388610505	0.251113388610505	0.9980880940443309	0.531482741386786	0.42689
smallrna.ncrna::gencode::RN7SKP10::ENSG00000201161.1	0.977415019912395	0.977415019912395	0.999612945795961	0.869158832412077	0.05505
smallrna.ncrna::gencode::RN7SKP110::ENSG00000222078.1	1	1	0.9998180729273044	1	NA
smallrna.ncrna::gencode::RN7SKP111::ENSG00000222281.1	1	1	0.9999276450301856	1	NA
smallrna.ncrna::gencode::RN7SKP112::ENSG00000223145.1	0.880019826809519	0.880019826809519	0.9993341993416245	0.907371861165106	0.76748
smallrna.ncrna::gencode::RN7SKP113::ENSG00000200761.1	0.941382390623402	0.941382390623402	0.9969921595360958	0.91700829396589	0.41626
smallrna.ncrna::gencode::RN7SKP114::ENSG00000222259.1	0.552219149317741	0.552219149317741	0.9994487870336729	0.764817955493176	0.2036
smallrna.ncrna::gencode::RN7SKP115::ENSG00000200047.1	0.696726044770949	0.696726044770949	0.9991937413277487	0.827300075021882	0.981
smallrna.ncrna::gencode::RN7SKP116::ENSG00000252711.1	0.57291884357956	0.57291884357956	0.19941594738246457	0.653963255409821	0.42591
smallrna.ncrna::gencode::RN7SKP117::ENSG00000222107.1	1	1	0.9997363299024303	1	NA
smallrna.ncrna::gencode::RN7SKP118::ENSG00000201201.1	1	1	0.9990630705910478	1	NA
smallrna.ncrna::gencode::RN7SKP119::ENSG00000222685.1	1	1	0.9995475870856401	1	NA
smallrna.ncrna::gencode::RN7SKP11::ENSG00000252827.1	0.0817902170332144	0.0817902170332144	0.2842840922735502	0.240338773781035	0.10926
smallrna.ncrna::gencode::RN7SKP120::ENSG00000222693.1	0.0845642474436003	0.0845642474436003	0.39100518615745006	0.0866821551511495	0.71899
smallrna.ncrna::gencode::RN7SKP121::ENSG00000222774.1	1	1	0.9999992107521599	1	NA
smallrna.ncrna::gencode::RN7SKP122::ENSG00000251732.1	0.815400681283705	0.815400681283705	0.9995820622217708	0.913372315109622	0.39547
smallrna.ncrna::gencode::RN7SKP123::ENSG00000222664.1	1	1	0.9999999980328937	1	NA
smallrna.ncrna::gencode::RN7SKP124::ENSG00000201600.1	0.473524297826251	0.473524297826251	0.9999990684180747	0.857417240721499	0.6163
smallrna.ncrna::gencode::RN7SKP125::ENSG00000222413.1	0.830725813135234	0.830725813135234	0.12269035717783855	0.739695596099492	0.93867
smallrna.ncrna::gencode::RN7SKP126::ENSG00000223075.1	1	1	0.9999663112098023	1	NA
smallrna.ncrna::gencode::RN7SKP127::ENSG00000222375.1	1	1	0.9940870009059104	0.797754240250456	0.14712
smallrna.ncrna::gencode::RN7SKP128::ENSG00000201140.1	1	1	0.9999359603560669	1	NA
smallrna.ncrna::gencode::RN7SKP129::ENSG00000222220.1	1	1	0.9964776315193347	1	NA
smallrna.ncrna::gencode::RN7SKP12::ENSG00000252084.1	0.768819092514352	0.768819092514352	0.9919310014830708	0.736103974945318	0.61954
smallrna.ncrna::gencode::RN7SKP130::ENSG00000201794.1	1	1	0.999919710661299	1	NA
smallrna.ncrna::gencode::RN7SKP131::ENSG00000199876.1	1	1	1.0	1	NA
smallrna.ncrna::gencode::RN7SKP132::ENSG00000251810.1	1	1	0.9991746617313966	1	NA
smallrna.ncrna::gencode::RN7SKP133::ENSG00000201715.1	0.628757274560423	0.628757274560423	0.9968366015922797	0.835241502318336	0.9075
smallrna.ncrna::gencode::RN7SKP134::ENSG00000200830.1	0.232864380722636	0.232864380722636	0.999799176372125	0.443541306207487	0.54421
smallrna.ncrna::gencode::RN7SKP135::ENSG00000252358.1	0.053776040507222	0.053776040507222	0.051869534782719065	0.0722501474806821	0.56938
smallrna.ncrna::gencode::RN7SKP136::ENSG00000222859.1	0.815942246999217	0.815942246999217	0.07846681728724794	0.886400554067761	0.09129
smallrna.ncrna::gencode::RN7SKP137::ENSG00000223006.1	0.013170987840477	0.013170987840477	0.32035347325060815	0.0748463743436354	0.38532
smallrna.ncrna::gencode::RN7SKP139::ENSG00000222343.1	0.219477322108811	0.219477322108811	0.9950868335031333	0.406532037131192	0.69776
smallrna.ncrna::gencode::RN7SKP13::ENSG00000251742.1	0.474931943859009	0.474931943859009	0.05424281042177162	0.748237217808489	0.31893
smallrna.ncrna::gencode::RN7SKP140::ENSG00000223128.1	0.970921256385636	0.970921256385636	0.9921377189057905	0.870044936501349	0.04136
smallrna.ncrna::gencode::RN7SKP141::ENSG00000251976.1	1	1	0.9860126803480904	0.858376303692568	0.87499
smallrna.ncrna::gencode::RN7SKP142::ENSG00000223168.1	0.771704850744013	0.771704850744013	0.9990004182987816	0.857938752236673	0.08731
smallrna.ncrna::gencode::RN7SKP143::ENSG00000222451.1	0.875721668924474	0.875721668924474	0.9994615402337225	0.937200968758816	0.19197
smallrna.ncrna::gencode::RN7SKP144::ENSG00000223040.1	0.42010295399087	0.42010295399087	0.9950333080342147	0.74180323075507	0.82428
smallrna.ncrna::gencode::RN7SKP145::ENSG00000200161.1	0.685409246333653	0.685409246333653	0.9999992369940196	0.808716455505343	0.15369
smallrna.ncrna::gencode::RN7SKP146::ENSG00000222174.1	1	1	0.9962428023187717	1	NA
smallrna.ncrna::gencode::RN7SKP147::ENSG00000252963.1	0.263200888861964	0.263200888861964	0.41099124999595277	0.699602862732539	0.87423
smallrna.ncrna::gencode::RN7SKP148::ENSG00000222111.1	1	1	0.9997555396628313	1	NA
smallrna.ncrna::gencode::RN7SKP149::ENSG00000199878.1	0.386248123600552	0.386248123600552	0.9998097825042553	0.652210044494734	0.6567
smallrna.ncrna::gencode::RN7SKP14::ENSG00000251809.1	0.343724684711269	0.343724684711269	0.9920506176984407	0.595638202104419	0.98626
smallrna.ncrna::gencode::RN7SKP150::ENSG00000222448.1	1	1	0.9911287728013836	1	NA
smallrna.ncrna::gencode::RN7SKP151::ENSG00000222162.1	1	1	0.9906745909815748	1	NA
smallrna.ncrna::gencode::RN7SKP152::ENSG00000222376.1	0.364597894964627	0.364597894964627	0.9906435407014407	0.56050969608214	0.37222
smallrna.ncrna::gencode::RN7SKP153::ENSG00000201896.1	0.286087397514071	0.286087397514071	0.9983574938751157	0.507138426250079	0.00919
smallrna.ncrna::gencode::RN7SKP154::ENSG00000222068.1	0.742503868249534	0.742503868249534	0.9982964934623015	0.821021895923378	0.57518
smallrna.ncrna::gencode::RN7SKP155::ENSG00000251840.1	0.0831182175237211	0.0831182175237211	0.1504457065726736	0.0823815813163175	0.67484
smallrna.ncrna::gencode::RN7SKP156::ENSG00000222240.1	0.817655633662694	0.817655633662694	0.371048461494341	0.263783891327844	0.68021
smallrna.ncrna::gencode::RN7SKP157::ENSG00000251983.1	0.881450930098468	0.881450930098468	0.13800108911352715	0.91250704683252	0.13238
smallrna.ncrna::gencode::RN7SKP158::ENSG00000222385.1	0.683796116281572	0.683796116281572	0.9999995231012244	0.862957689662321	0.00946
smallrna.ncrna::gencode::RN7SKP159::ENSG00000222589.1	0.062735762061425	0.062735762061425	0.40220899956923784	0.274911750369041	0.12599
smallrna.ncrna::gencode::RN7SKP15::ENSG00000201612.1	0.23368603982054	0.23368603982054	0.0005304434692024703	0.465313692424692	0.98845
smallrna.ncrna::gencode::RN7SKP160::ENSG00000200674.1	0.103181830527021	0.103181830527021	0.9858172028247294	0.478836535878228	0.24961
smallrna.ncrna::gencode::RN7SKP161::ENSG00000223042.1	1	1	0.9999945222755072	1	NA
smallrna.ncrna::gencode::RN7SKP162::ENSG00000200475.1	1	1	0.999956143755672	1	NA
smallrna.ncrna::gencode::RN7SKP163::ENSG00000200091.1	0.719872804987495	0.719872804987495	0.003846380864440112	0.846013459174056	0.94474
smallrna.ncrna::gencode::RN7SKP164::ENSG00000251947.1	0.7288895512008	0.7288895512008	0.08230607116497157	0.96634270056926	0.9959
smallrna.ncrna::gencode::RN7SKP165::ENSG00000223282.1	1	1	0.9999929968662913	1	NA
smallrna.ncrna::gencode::RN7SKP166::ENSG00000222744.1	0.16815716975797	0.16815716975797	0.9996047241373159	0.334262313767123	0.14795
smallrna.ncrna::gencode::RN7SKP167::ENSG00000222979.1	0.862065710208826	0.862065710208826	0.9992316544730573	0.845213000303222	0.07968
smallrna.ncrna::gencode::RN7SKP168::ENSG00000222842.1	1	1	0.9979570738189458	0.903812185865052	0.43452
smallrna.ncrna::gencode::RN7SKP169::ENSG00000223056.1	0.87333739996041	0.87333739996041	0.9983155311519593	0.926846980023663	0.56749
smallrna.ncrna::gencode::RN7SKP16::ENSG00000222112.1	1	1	0.9999973426159542	1	NA
smallrna.ncrna::gencode::RN7SKP170::ENSG00000199420.1	0.733340874993143	0.733340874993143	0.04301632604908205	0.828040030974573	0.69403
smallrna.ncrna::gencode::RN7SKP171::ENSG00000201287.1	1	1	0.999993511000209	1	NA
smallrna.ncrna::gencode::RN7SKP172::ENSG00000223273.1	1	1	0.9999960558702161	1	NA
smallrna.ncrna::gencode::RN7SKP173::ENSG00000199691.1	1	1	0.9999886951793072	1	NA
smallrna.ncrna::gencode::RN7SKP174::ENSG00000200673.1	1	1	0.9999764530689864	1	NA
smallrna.ncrna::gencode::RN7SKP177::ENSG00000222499.1	0.71614557905739	0.71614557905739	0.9999981579106534	0.837550269400193	0.89904
smallrna.ncrna::gencode::RN7SKP178::ENSG00000201875.1	0.310680589798921	0.310680589798921	0.9928765304259439	0.546966905161981	0.89448
smallrna.ncrna::gencode::RN7SKP179::ENSG00000251935.1	1	1	0.9965866387279113	1	NA
smallrna.ncrna::gencode::RN7SKP17::ENSG00000223174.1	1	1	0.9996389112127928	1	NA
smallrna.ncrna::gencode::RN7SKP180::ENSG00000200783.1	1	1	0.9904638093108714	1	NA
smallrna.ncrna::gencode::RN7SKP181::ENSG00000223120.1	0.728548184402059	0.728548184402059	0.9992030635003014	0.96719807206051	0.73141
smallrna.ncrna::gencode::RN7SKP182::ENSG00000222704.1	1	1	0.9999371930397077	1	NA
smallrna.ncrna::gencode::RN7SKP183::ENSG00000252978.1	0.528647409569785	0.528647409569785	0.06276621785724021	0.408100771074563	0.46882
smallrna.ncrna::gencode::RN7SKP184::ENSG00000199218.1	1	1	0.9999607023347908	1	NA
smallrna.ncrna::gencode::RN7SKP185::ENSG00000199683.1	0.643488709303005	0.643488709303005	0.9998593785746022	0.812374692430247	0.31516
smallrna.ncrna::gencode::RN7SKP186::ENSG00000202241.1	0.79624058043935	0.79624058043935	0.9966882555579908	0.856723121489723	0.1388
smallrna.ncrna::gencode::RN7SKP188::ENSG00000222721.1	0.797041535897623	0.797041535897623	0.9992056864732487	0.955684416643282	0.06455
smallrna.ncrna::gencode::RN7SKP189::ENSG00000201912.1	1	1	0.9999997986227402	1	NA
smallrna.ncrna::gencode::RN7SKP18::ENSG00000251814.1	0.901018752835465	0.901018752835465	0.10984932968793258	0.867018364411109	0.94043
smallrna.ncrna::gencode::RN7SKP190::ENSG00000251888.1	1	1	0.9997426595871536	1	NA
smallrna.ncrna::gencode::RN7SKP191::ENSG00000201583.1	1	1	0.9998965057467396	1	NA
smallrna.ncrna::gencode::RN7SKP192::ENSG00000223223.1	0.301318414556682	0.301318414556682	0.9999150986400019	0.503253157777442	0.38568
smallrna.ncrna::gencode::RN7SKP193::ENSG00000201358.1	1	1	0.9985892501785202	1	NA
smallrna.ncrna::gencode::RN7SKP194::ENSG00000223260.1	1	1	0.9966549778624009	1	NA
smallrna.ncrna::gencode::RN7SKP195::ENSG00000252396.1	0.745275246183464	0.745275246183464	0.243345294382646	0.180924940511575	0.93198
smallrna.ncrna::gencode::RN7SKP196::ENSG00000252076.1	0.699169134471317	0.699169134471317	0.9920842849891193	0.852623570428714	0.1945
smallrna.ncrna::gencode::RN7SKP197::ENSG00000252886.1	1	1	0.9948646188970716	1	NA
smallrna.ncrna::gencode::RN7SKP198::ENSG00000238324.1	1	1	0.999879963242918	1	NA
smallrna.ncrna::gencode::RN7SKP199::ENSG00000222257.1	1	1	0.9998629716937883	1	NA
smallrna.ncrna::gencode::RN7SKP19::ENSG00000251825.1	0.57671406742041	0.57671406742041	0.9960764315121967	0.98306289508421	0.69375
smallrna.ncrna::gencode::RN7SKP1::ENSG00000202395.1	0.792334110590642	0.792334110590642	0.9993621850474089	0.927481789489618	0.12731
smallrna.ncrna::gencode::RN7SKP200::ENSG00000222496.1	0.980350928140781	0.980350928140781	0.9996868101010257	0.876516553424704	0.35664
smallrna.ncrna::gencode::RN7SKP201::ENSG00000252663.1	0.743110544243373	0.743110544243373	0.12062177899550668	0.784283197413009	0.28315
smallrna.ncrna::gencode::RN7SKP202::ENSG00000222371.1	1	1	0.999984721065341	1	NA
smallrna.ncrna::gencode::RN7SKP203::ENSG00000200488.1	0.749602880669525	0.749602880669525	0.9998368514488659	0.980015798581169	0.23175
smallrna.ncrna::gencode::RN7SKP204::ENSG00000202351.1	1	1	0.9997086161980341	1	NA
smallrna.ncrna::gencode::RN7SKP205::ENSG00000222931.1	0.862711853990904	0.862711853990904	0.09946296669720804	0.52238077436062	0.20291
smallrna.ncrna::gencode::RN7SKP206::ENSG00000222755.1	1	1	0.9999021035828705	1	NA
smallrna.ncrna::gencode::RN7SKP207::ENSG00000223136.1	0.648345582126532	0.648345582126532	0.9984698903324842	0.993632703621653	0.64283
smallrna.ncrna::gencode::RN7SKP208::ENSG00000202344.1	0.516038778975131	0.516038778975131	0.9953431267375779	0.963692364510881	0.64087
smallrna.ncrna::gencode::RN7SKP209::ENSG00000252697.1	0.303655992670315	0.303655992670315	0.14977414213103768	0.108656923375752	0.16259
smallrna.ncrna::gencode::RN7SKP20::ENSG00000199622.1	1	1	0.9997134995913609	1	NA
smallrna.ncrna::gencode::RN7SKP210::ENSG00000238875.1	0.764789430795279	0.764789430795279	0.9982477477826708	0.895065924180631	0.78261
smallrna.ncrna::gencode::RN7SKP211::ENSG00000200198.1	0.378535342915881	0.378535342915881	0.11700877837647683	0.58832322679439	0.71742
smallrna.ncrna::gencode::RN7SKP212::ENSG00000222783.1	0.235375671964805	0.235375671964805	0.9982053203530811	0.338672200153157	0.47276
smallrna.ncrna::gencode::RN7SKP213::ENSG00000222678.1	0.744759814805802	0.744759814805802	0.9921758567385851	0.884123870303305	0.83009
smallrna.ncrna::gencode::RN7SKP214::ENSG00000201078.1	0.58167245642405	0.58167245642405	0.03913251120630344	0.831766576399481	0.77964
smallrna.ncrna::gencode::RN7SKP215::ENSG00000251827.1	1	1	0.9972434905680014	1	NA
smallrna.ncrna::gencode::RN7SKP216::ENSG00000222982.1	0.933912435632443	0.933912435632443	0.9999981617931775	0.905555960416901	0.95242
smallrna.ncrna::gencode::RN7SKP217::ENSG00000201510.1	1	1	0.9938487952211377	1	NA
smallrna.ncrna::gencode::RN7SKP218::ENSG00000222154.1	0.622943702285169	0.622943702285169	0.12600879359439696	0.773732007743806	0.99155
smallrna.ncrna::gencode::RN7SKP219::ENSG00000252634.1	0.591994087087753	0.591994087087753	0.06985395565975393	0.822924172514898	0.19471
smallrna.ncrna::gencode::RN7SKP21::ENSG00000252312.1	1	1	0.9983619517232448	1	NA
smallrna.ncrna::gencode::RN7SKP220::ENSG00000222543.1	0.685379820106899	0.685379820106899	0.11224650929591387	0.953108231176206	0.68764
smallrna.ncrna::gencode::RN7SKP221::ENSG00000222352.1	1	1	1.0000000000000002	1	NA
smallrna.ncrna::gencode::RN7SKP222::ENSG00000222583.1	0.659833945418699	0.659833945418699	0.9999770216648423	0.74020443333635	0.22187
smallrna.ncrna::gencode::RN7SKP223::ENSG00000222514.1	1	1	1.0	1	NA
smallrna.ncrna::gencode::RN7SKP224::ENSG00000201010.1	0.561688583083162	0.561688583083162	0.9998248147657189	0.835516671399431	0.42994
smallrna.ncrna::gencode::RN7SKP225::ENSG00000222337.1	0.0593042006457741	0.0593042006457741	0.9919428425350761	0.332319570871382	0.551
smallrna.ncrna::gencode::RN7SKP226::ENSG00000201782.1	0.423304195912204	0.423304195912204	0.15692853909205243	0.571559993174285	0.78163
smallrna.ncrna::gencode::RN7SKP227::ENSG00000201315.1	0.506496369277341	0.506496369277341	0.9984986703835717	0.702053141050061	0.73043
smallrna.ncrna::gencode::RN7SKP228::ENSG00000222974.1	1	1	0.9997837699519886	1	NA
smallrna.ncrna::gencode::RN7SKP229::ENSG00000222397.1	0.728143281903341	0.728143281903341	0.21529905419755305	0.0629731882511733	0.26113
smallrna.ncrna::gencode::RN7SKP22::ENSG00000201967.1	0.616365345334654	0.616365345334654	0.9993633571691314	0.79809996614888	0.52094
smallrna.ncrna::gencode::RN7SKP230::ENSG00000202512.1	1	1	0.9967390938092858	1	NA
smallrna.ncrna::gencode::RN7SKP231::ENSG00000200151.1	0.609822278935678	0.609822278935678	0.9981927560337285	0.991851717605783	0.00721
smallrna.ncrna::gencode::RN7SKP232::ENSG00000222102.1	0.912923007587482	0.912923007587482	0.9997108791344356	0.862651816565317	0.12198
smallrna.ncrna::gencode::RN7SKP233::ENSG00000252814.1	1	1	0.9999999999999999	1	NA
smallrna.ncrna::gencode::RN7SKP234::ENSG00000252982.1	0.821429084051602	0.821429084051602	0.9999999999999999	0.945217550532906	0.58047
smallrna.ncrna::gencode::RN7SKP235::ENSG00000222594.1	1	1	0.9997929191801385	1	NA
smallrna.ncrna::gencode::RN7SKP237::ENSG00000201533.1	1	1	0.997257558539393	1	NA
smallrna.ncrna::gencode::RN7SKP238::ENSG00000252292.1	0.880359609928429	0.880359609928429	0.11736551834253833	0.867548076834971	0.04146
smallrna.ncrna::gencode::RN7SKP239::ENSG00000201684.1	1	1	0.9996813433731887	1	NA
smallrna.ncrna::gencode::RN7SKP23::ENSG00000252838.1	1	1	0.9907858079420556	1	NA
smallrna.ncrna::gencode::RN7SKP240::ENSG00000222515.1	0.823428314221316	0.823428314221316	0.9904921484190483	0.833736249902693	0.3574
smallrna.ncrna::gencode::RN7SKP241::ENSG00000240294.2	1	1	0.9997613523773176	1	NA
smallrna.ncrna::gencode::RN7SKP242::ENSG00000251776.1	0.739661564407683	0.739661564407683	0.9999403577301242	0.85299993468422	0.04104
smallrna.ncrna::gencode::RN7SKP243::ENSG00000199975.1	0.505557397486563	0.505557397486563	0.999999677761181	0.798771002791695	0.72129
smallrna.ncrna::gencode::RN7SKP244::ENSG00000252322.1	1	1	0.9999695927320776	1	NA
smallrna.ncrna::gencode::RN7SKP245::ENSG00000200895.1	0.123046944140796	0.123046944140796	0.12396865155422693	0.435017333224257	0.30244
smallrna.ncrna::gencode::RN7SKP246::ENSG00000201423.1	0.374151982321866	0.374151982321866	0.11636428386950462	0.632241088826287	0.27256
smallrna.ncrna::gencode::RN7SKP247::ENSG00000223026.1	1	1	0.9996998506680078	1	NA
smallrna.ncrna::gencode::RN7SKP248::ENSG00000252087.1	1	1	0.9997517978454497	1	NA
smallrna.ncrna::gencode::RN7SKP249::ENSG00000202360.1	0.821658120669579	0.821658120669579	0.0573286445556747	0.935191564068333	0.99711
smallrna.ncrna::gencode::RN7SKP24::ENSG00000251697.1	0.46904387370122	0.46904387370122	0.9982776964039647	0.757244320419103	0.61559
smallrna.ncrna::gencode::RN7SKP250::ENSG00000200794.1	0.669358346211339	0.669358346211339	0.9975614073052853	0.813096139039706	0.39333
smallrna.ncrna::gencode::RN7SKP252::ENSG00000223142.1	0.348059717754829	0.348059717754829	0.9910232850021569	0.578740983039696	0.64728
smallrna.ncrna::gencode::RN7SKP253::ENSG00000252233.1	1	1	0.9998571437752715	1	NA
smallrna.ncrna::gencode::RN7SKP254::ENSG00000222617.1	0.493235198215996	0.493235198215996	0.18004063507905602	0.68221775733954	0.32347
smallrna.ncrna::gencode::RN7SKP255::ENSG00000200312.1	1	1	0.9933715821599947	1	NA
smallrna.ncrna::gencode::RN7SKP256::ENSG00000253010.1	1	1	0.9969598088720012	1	NA
smallrna.ncrna::gencode::RN7SKP257::ENSG00000201395.1	0.520380752126281	0.520380752126281	0.08408128527192255	0.666745798570657	0.9221
smallrna.ncrna::gencode::RN7SKP258::ENSG00000252960.1	0.000937171909215418	0.000937171909215418	0.026872976092825046	0.0070310982638625	0.91481
smallrna.ncrna::gencode::RN7SKP259::ENSG00000222998.1	1	1	0.9999183614231196	1	NA
smallrna.ncrna::gencode::RN7SKP25::ENSG00000199319.1	1	1	0.9996420096484228	1	NA
smallrna.ncrna::gencode::RN7SKP260::ENSG00000252716.1	1	1	0.9998494604084524	1	NA
smallrna.ncrna::gencode::RN7SKP261::ENSG00000222880.1	1	1	0.9998591154865886	1	NA
smallrna.ncrna::gencode::RN7SKP262::ENSG00000222950.1	1	1	0.9956996878612112	1	NA
