45703
ANKRD65	ANKRD65	MissingGeneType
NFKBIB	NFKBIB	MissingGeneType
VCAN	VCAN	MissingGeneType
LINC00396	LINC00396	MissingGeneType
FOXP4-AS1	FOXP4-AS1	MissingGeneType
VWA1	VWA1	MissingGeneType
BCL2L10	BCL2L10	MissingGeneType
PGLYRP4	PGLYRP4	MissingGeneType
GFOD1	GFOD1	MissingGeneType
NDFIP2	NDFIP2	MissingGeneType
CCL4L2	CCL4L2	MissingGeneType
ZNF536	ZNF536	MissingGeneType
COPS4	COPS4	MissingGeneType
SEC61B	SEC61B	MissingGeneType
TMEM240	TMEM240	MissingGeneType
P2RX5	P2RX5	MissingGeneType
NIT1	NIT1	MissingGeneType
GRIN1	GRIN1	MissingGeneType
TPO	TPO	MissingGeneType
CASP12	CASP12	MissingGeneType
MRM3	MRM3	MissingGeneType
SCYL2	SCYL2	MissingGeneType
MICAL2	MICAL2	MissingGeneType
MMP23A	MMP23A	MissingGeneType
OR2H1	OR2H1	MissingGeneType
PCOLCE2	PCOLCE2	MissingGeneType
BANP	BANP	MissingGeneType
CD274	CD274	MissingGeneType
MED13L	MED13L	MissingGeneType
MKL2	MKL2	MissingGeneType
ASAP3	ASAP3	MissingGeneType
MANSC1	MANSC1	MissingGeneType
MOCOS	MOCOS	MissingGeneType
YTHDF1	YTHDF1	MissingGeneType
MPC1	MPC1	MissingGeneType
DNM1	DNM1	MissingGeneType
C12orf57	C12orf57	MissingGeneType
TTC4	TTC4	MissingGeneType
HSF1	HSF1	MissingGeneType
SSBP4	SSBP4	MissingGeneType
ENPP3	ENPP3	MissingGeneType
TMEM14EP	TMEM14EP	MissingGeneType
PAOX	PAOX	MissingGeneType
NADK	NADK	MissingGeneType
PPFIA2	PPFIA2	MissingGeneType
GNB1	GNB1	MissingGeneType
SFTPA1	SFTPA1	MissingGeneType
EXTL2	EXTL2	MissingGeneType
MPP2	MPP2	MissingGeneType
SUPT20H	SUPT20H	MissingGeneType
COMMD6	COMMD6	MissingGeneType
LOC105375972	LOC105375972	MissingGeneType
IDH2	IDH2	MissingGeneType
SLC27A6	SLC27A6	MissingGeneType
ANO7	ANO7	MissingGeneType
CD24	CD24	MissingGeneType
ADD3	ADD3	MissingGeneType
PPP1R2	PPP1R2	MissingGeneType
ZNF333	ZNF333	MissingGeneType
CD36	CD36	MissingGeneType
SMYD4	SMYD4	MissingGeneType
FAM86JP	FAM86JP	MissingGeneType
NPDC1	NPDC1	MissingGeneType
NPIPA2	NPIPA2	MissingGeneType
KRTAP9-6	KRTAP9-6	MissingGeneType
MEST	MEST	MissingGeneType
CFH	CFH	MissingGeneType
LINC02486	LINC02486	MissingGeneType
GOLGA8G	GOLGA8G	MissingGeneType
ZNF823	ZNF823	MissingGeneType
TNFRSF14	TNFRSF14	MissingGeneType
CD47	CD47	MissingGeneType
SLC35B2	SLC35B2	MissingGeneType
RNASE1	RNASE1	MissingGeneType
ACTL6A	ACTL6A	MissingGeneType
ZNF426	ZNF426	MissingGeneType
SNED1	SNED1	MissingGeneType
IRF3	IRF3	MissingGeneType
LINC00982	LINC00982	MissingGeneType
PRNT	PRNT	MissingGeneType
ALMS1	ALMS1	MissingGeneType
MIR320D2	MIR320D2	MissingGeneType
SLC25A17	SLC25A17	MissingGeneType
ZNF197	ZNF197	MissingGeneType
MGME1	MGME1	MissingGeneType
BET1	BET1	MissingGeneType
LINGO1	LINGO1	MissingGeneType
R3HCC1	R3HCC1	MissingGeneType
MIR551A	MIR551A	MissingGeneType
LETM1	LETM1	MissingGeneType
HP	HP	MissingGeneType
MEOX1	MEOX1	MissingGeneType
FGB	FGB	MissingGeneType
KIR3DL1	KIR3DL1	MissingGeneType
CETN3	CETN3	MissingGeneType
NECTIN1	NECTIN1	MissingGeneType
MPP1	MPP1	MissingGeneType
MOG	MOG	MissingGeneType
PTPRG	PTPRG	MissingGeneType
ABCB4	ABCB4	MissingGeneType
SLC22A4	SLC22A4	MissingGeneType
SAMD9L	SAMD9L	MissingGeneType
CCDC27	CCDC27	MissingGeneType
ZNF133	ZNF133	MissingGeneType
FBXW5	FBXW5	MissingGeneType
HS3ST3B1	HS3ST3B1	MissingGeneType
XPO6	XPO6	MissingGeneType
SHROOM2	SHROOM2	MissingGeneType
PFKFB1	PFKFB1	MissingGeneType
MIR5701-2	MIR5701-2	MissingGeneType
RNF216	RNF216	MissingGeneType
LINC01134	LINC01134	MissingGeneType
LINC01346	LINC01346	MissingGeneType
LILRB2	LILRB2	MissingGeneType
LINC01630	LINC01630	MissingGeneType
GHR	GHR	MissingGeneType
FGF1	FGF1	MissingGeneType
KLHL3	KLHL3	MissingGeneType
DYRK1B	DYRK1B	MissingGeneType
LINC00339	LINC00339	MissingGeneType
LOC101927284	LOC101927284	MissingGeneType
TMEM108-AS1	TMEM108-AS1	MissingGeneType
LINC01363	LINC01363	MissingGeneType
LINC01384	LINC01384	MissingGeneType
BBIP1	BBIP1	MissingGeneType
ELP2	ELP2	MissingGeneType
FRMPD3	FRMPD3	MissingGeneType
MRPL14	MRPL14	MissingGeneType
PCDHGC3	PCDHGC3	MissingGeneType
EEF1D	EEF1D	MissingGeneType
DHX16	DHX16	MissingGeneType
CDK18	CDK18	MissingGeneType
FIBP	FIBP	MissingGeneType
ADH7	ADH7	MissingGeneType
LINC00337	LINC00337	MissingGeneType
EHD4	EHD4	MissingGeneType
TEKT4	TEKT4	MissingGeneType
POLR1D	POLR1D	MissingGeneType
ZNF449	ZNF449	MissingGeneType
ISCA1	ISCA1	MissingGeneType
TRMT1L	TRMT1L	MissingGeneType
MIR1827	MIR1827	MissingGeneType
HAPLN1	HAPLN1	MissingGeneType
ZC3H14	ZC3H14	MissingGeneType
FAM135A	FAM135A	MissingGeneType
PRAC1	PRAC1	MissingGeneType
PUS10	PUS10	MissingGeneType
POMGNT2	POMGNT2	MissingGeneType
NR6A1	NR6A1	MissingGeneType
ACRBP	ACRBP	MissingGeneType
FAM217B	FAM217B	MissingGeneType
JUP	JUP	MissingGeneType
MFN1	MFN1	MissingGeneType
DTNB	DTNB	MissingGeneType
ABHD12B	ABHD12B	MissingGeneType
GDPD2	GDPD2	MissingGeneType
FNBP1L	FNBP1L	MissingGeneType
DACH2	DACH2	MissingGeneType
CDK10	CDK10	MissingGeneType
XRCC6	XRCC6	MissingGeneType
PHF13	PHF13	MissingGeneType
THAP3	THAP3	MissingGeneType
POLD3	POLD3	MissingGeneType
YAF2	YAF2	MissingGeneType
COBL	COBL	MissingGeneType
PSMD9	PSMD9	MissingGeneType
ZPLD1	ZPLD1	MissingGeneType
PER3	PER3	MissingGeneType
ADRB3	ADRB3	MissingGeneType
ACAT1	ACAT1	MissingGeneType
GNPAT	GNPAT	MissingGeneType
DMPK	DMPK	MissingGeneType
VWA5A	VWA5A	MissingGeneType
LINC01594	LINC01594	MissingGeneType
C16orf90	C16orf90	MissingGeneType
PAICS	PAICS	MissingGeneType
ARRDC5	ARRDC5	MissingGeneType
KTN1	KTN1	MissingGeneType
ASNA1	ASNA1	MissingGeneType
ASCL1	ASCL1	MissingGeneType
ASAH1	ASAH1	MissingGeneType
P3H2-AS1	P3H2-AS1	MissingGeneType
SNORD128	SNORD128	MissingGeneType
ZNF189	ZNF189	MissingGeneType
PTCD2	PTCD2	MissingGeneType
USP54	USP54	MissingGeneType
RPS19	RPS19	MissingGeneType
AHSA1	AHSA1	MissingGeneType
RAD51AP1	RAD51AP1	MissingGeneType
GALP	GALP	MissingGeneType
CXorf51A	CXorf51A	MissingGeneType
RHOA	RHOA	MissingGeneType
ZNF526	ZNF526	MissingGeneType
DSCR8	DSCR8	MissingGeneType
PIK3CD-AS2	PIK3CD-AS2	MissingGeneType
BTN2A1	BTN2A1	MissingGeneType
UTY	UTY	MissingGeneType
PDXDC1	PDXDC1	MissingGeneType
LZIC	LZIC	MissingGeneType
NAA60	NAA60	MissingGeneType
FAM69A	FAM69A	MissingGeneType
MIR5697	MIR5697	MissingGeneType
ABCB1	ABCB1	MissingGeneType
TCOF1	TCOF1	MissingGeneType
PPRC1	PPRC1	MissingGeneType
CYP19A1	CYP19A1	MissingGeneType
TCAF2	TCAF2	MissingGeneType
ADAMTS13	ADAMTS13	MissingGeneType
RNU6-2	RNU6-2	MissingGeneType
ZBTB25	ZBTB25	MissingGeneType
FOPNL	FOPNL	MissingGeneType
CX3CL1	CX3CL1	MissingGeneType
SNRPE	SNRPE	MissingGeneType
PGD	PGD	MissingGeneType
TCEB3C	TCEB3C	MissingGeneType
SLC8A3	SLC8A3	MissingGeneType
KRTAP10-6	KRTAP10-6	MissingGeneType
KRTAP10-4	KRTAP10-4	MissingGeneType
GRM8	GRM8	MissingGeneType
ARNT	ARNT	MissingGeneType
GNL3	GNL3	MissingGeneType
PIGW	PIGW	MissingGeneType
PSD3	PSD3	MissingGeneType
SEPT9	SEPT9	MissingGeneType
C1orf127	C1orf127	MissingGeneType
LOC101927151	LOC101927151	MissingGeneType
RARS2	RARS2	MissingGeneType
FKBP2	FKBP2	MissingGeneType
BORCS5	BORCS5	MissingGeneType
SRL	SRL	MissingGeneType
ZEB1	ZEB1	MissingGeneType
ANOS1	ANOS1	MissingGeneType
LINC02032	LINC02032	MissingGeneType
LINC01460	LINC01460	MissingGeneType
LINC02520	LINC02520	MissingGeneType
CALCA	CALCA	MissingGeneType
MFAP3L	MFAP3L	MissingGeneType
CD55	CD55	MissingGeneType
CLEC7A	CLEC7A	MissingGeneType
USH1C	USH1C	MissingGeneType
MIR4691	MIR4691	MissingGeneType
RGN	RGN	MissingGeneType
DISP3	DISP3	MissingGeneType
POLD4	POLD4	MissingGeneType
MLIP	MLIP	MissingGeneType
REPS1	REPS1	MissingGeneType
GLIPR2	GLIPR2	MissingGeneType
POLR3G	POLR3G	MissingGeneType
PSMD10	PSMD10	MissingGeneType
UNC5B	UNC5B	MissingGeneType
CSMD2	CSMD2	MissingGeneType
C1orf167	C1orf167	MissingGeneType
LOC285804	LOC285804	MissingGeneType
ZSCAN5A	ZSCAN5A	MissingGeneType
MIR4646	MIR4646	MissingGeneType
UMPS	UMPS	MissingGeneType
GAGE12I	GAGE12I	MissingGeneType
AP2S1	AP2S1	MissingGeneType
ANAPC11	ANAPC11	MissingGeneType
EPHA7	EPHA7	MissingGeneType
TTC23	TTC23	MissingGeneType
CST3	CST3	MissingGeneType
JPT1	JPT1	MissingGeneType
APOC4	APOC4	MissingGeneType
APLP2	APLP2	MissingGeneType
LOC101593348	LOC101593348	MissingGeneType
LILRA1	LILRA1	MissingGeneType
WIPI2	WIPI2	MissingGeneType
VPS29	VPS29	MissingGeneType
GNRHR2	GNRHR2	MissingGeneType
RNVU1-19	RNVU1-19	MissingGeneType
MLPH	MLPH	MissingGeneType
SERGEF	SERGEF	MissingGeneType
CNIH4	CNIH4	MissingGeneType
LINC01138	LINC01138	MissingGeneType
LOC100101148	LOC100101148	MissingGeneType
NUDT4P2	NUDT4P2	MissingGeneType
EPHB6	EPHB6	MissingGeneType
LYPLAL1	LYPLAL1	MissingGeneType
TSEN15	TSEN15	MissingGeneType
FAM72A	FAM72A	MissingGeneType
SLC12A4	SLC12A4	MissingGeneType
LOC100996349	LOC100996349	MissingGeneType
PRAMEF12	PRAMEF12	MissingGeneType
SCAND1	SCAND1	MissingGeneType
SCLY	SCLY	MissingGeneType
PRAMEF11	PRAMEF11	MissingGeneType
HNRNPCL1	HNRNPCL1	MissingGeneType
PRAMEF4	PRAMEF4	MissingGeneType
PRAMEF8	PRAMEF8	MissingGeneType
PRAMEF7	PRAMEF7	MissingGeneType
PRAMEF9	PRAMEF9	MissingGeneType
PRAMEF27	PRAMEF27	MissingGeneType
PRAMEF18	PRAMEF18	MissingGeneType
PRAMEF22	PRAMEF22	MissingGeneType
EN2	EN2	MissingGeneType
PRAMEF26	PRAMEF26	MissingGeneType
PRAG1	PRAG1	MissingGeneType
PRAMEF36P	PRAMEF36P	MissingGeneType
PRAMEF34P	PRAMEF34P	MissingGeneType
PDE2A	PDE2A	MissingGeneType
GSTT2B	GSTT2B	MissingGeneType
PRAMEF15	PRAMEF15	MissingGeneType
PRAMEF14	PRAMEF14	MissingGeneType
PRAMEF13	PRAMEF13	MissingGeneType
PRAMEF19	PRAMEF19	MissingGeneType
TEX36	TEX36	MissingGeneType
SUCLA2	SUCLA2	MissingGeneType
METTL23	METTL23	MissingGeneType
ASH2L	ASH2L	MissingGeneType
RGS3	RGS3	MissingGeneType
AMIGO3	AMIGO3	MissingGeneType
NR1D2	NR1D2	MissingGeneType
GAGE8	GAGE8	MissingGeneType
TMPRSS15	TMPRSS15	MissingGeneType
FN1	FN1	MissingGeneType
KIF1B	KIF1B	MissingGeneType
ECE2	ECE2	MissingGeneType
CD58	CD58	MissingGeneType
SPG20	SPG20	MissingGeneType
SLC25A35	SLC25A35	MissingGeneType
TMEM51	TMEM51	MissingGeneType
ZNF771	ZNF771	MissingGeneType
DOC2A	DOC2A	MissingGeneType
FHAD1	FHAD1	MissingGeneType
BCKDK	BCKDK	MissingGeneType
SH3GL3	SH3GL3	MissingGeneType
LRRC28	LRRC28	MissingGeneType
NET1	NET1	MissingGeneType
THAP9-AS1	THAP9-AS1	MissingGeneType
MRVI1-AS1	MRVI1-AS1	MissingGeneType
NABP1	NABP1	MissingGeneType
VTCN1	VTCN1	MissingGeneType
FKBP14	FKBP14	MissingGeneType
PAF1	PAF1	MissingGeneType
HOXB-AS3	HOXB-AS3	MissingGeneType
CERS5	CERS5	MissingGeneType
C1orf43	C1orf43	MissingGeneType
SPPL2B	SPPL2B	MissingGeneType
ELK1	ELK1	MissingGeneType
MALL	MALL	MissingGeneType
GLI2	GLI2	MissingGeneType
FLJ37453	FLJ37453	MissingGeneType
RIN2	RIN2	MissingGeneType
LAX1	LAX1	MissingGeneType
BIN1	BIN1	MissingGeneType
CNBP	CNBP	MissingGeneType
ZIC1	ZIC1	MissingGeneType
PWAR1	PWAR1	MissingGeneType
SLC9A6	SLC9A6	MissingGeneType
PRR20D	PRR20D	MissingGeneType
CSGALNACT1	CSGALNACT1	MissingGeneType
ORC5	ORC5	MissingGeneType
ORC4	ORC4	MissingGeneType
OGDH	OGDH	MissingGeneType
TSLP	TSLP	MissingGeneType
CSF2RA	CSF2RA	MissingGeneType
NACA	NACA	MissingGeneType
SDHC	SDHC	MissingGeneType
SZRD1	SZRD1	MissingGeneType
PEX11B	PEX11B	MissingGeneType
RSBN1L	RSBN1L	MissingGeneType
TJAP1	TJAP1	MissingGeneType
CROCCP3	CROCCP3	MissingGeneType
LINC01783	LINC01783	MissingGeneType
MIR3147	MIR3147	MissingGeneType
HIST1H4D	HIST1H4D	MissingGeneType
MIR503HG	MIR503HG	MissingGeneType
ZNF271P	ZNF271P	MissingGeneType
XPA	XPA	MissingGeneType
PRDM11	PRDM11	MissingGeneType
PYCR1	PYCR1	MissingGeneType
LOC102724562	LOC102724562	MissingGeneType
MIR548T	MIR548T	MissingGeneType
LINC01918	LINC01918	MissingGeneType
SLC25A5-AS1	SLC25A5-AS1	MissingGeneType
LOC105369921	LOC105369921	MissingGeneType
CROCC	CROCC	MissingGeneType
KCNAB2	KCNAB2	MissingGeneType
SLC9A3	SLC9A3	MissingGeneType
LAIR1	LAIR1	MissingGeneType
FHL5	FHL5	MissingGeneType
NHSL1	NHSL1	MissingGeneType
EXOC3	EXOC3	MissingGeneType
CTRC	CTRC	MissingGeneType
EVL	EVL	MissingGeneType
TRIM16	TRIM16	MissingGeneType
MRPL3	MRPL3	MissingGeneType
PALM2-AKAP2	PALM2-AKAP2	MissingGeneType
SLITRK4	SLITRK4	MissingGeneType
DDIT3	DDIT3	MissingGeneType
FAM46C	FAM46C	MissingGeneType
ESRP1	ESRP1	MissingGeneType
ARHGEF10L	ARHGEF10L	MissingGeneType
MSMP	MSMP	MissingGeneType
RARG	RARG	MissingGeneType
AURKAIP1	AURKAIP1	MissingGeneType
MREG	MREG	MissingGeneType
ACSM5	ACSM5	MissingGeneType
IQCK	IQCK	MissingGeneType
ZNF33B	ZNF33B	MissingGeneType
ALOX5	ALOX5	MissingGeneType
LOC101929592	LOC101929592	MissingGeneType
QRSL1	QRSL1	MissingGeneType
KLHDC7A	KLHDC7A	MissingGeneType
GAGE5	GAGE5	MissingGeneType
SMAD5	SMAD5	MissingGeneType
AP2A2	AP2A2	MissingGeneType
ZSCAN31	ZSCAN31	MissingGeneType
TNNT2	TNNT2	MissingGeneType
NOLC1	NOLC1	MissingGeneType
RERG	RERG	MissingGeneType
UGGT2	UGGT2	MissingGeneType
LINC00933	LINC00933	MissingGeneType
FAM109A	FAM109A	MissingGeneType
CIC	CIC	MissingGeneType
SELENON	SELENON	MissingGeneType
ACTR3B	ACTR3B	MissingGeneType
NAV1	NAV1	MissingGeneType
CACNA1F	CACNA1F	MissingGeneType
SLC38A3	SLC38A3	MissingGeneType
NKX3-1	NKX3-1	MissingGeneType
TRIM33	TRIM33	MissingGeneType
TATDN3	TATDN3	MissingGeneType
TWF2	TWF2	MissingGeneType
IFFO1	IFFO1	MissingGeneType
PPP4C	PPP4C	MissingGeneType
TFF1	TFF1	MissingGeneType
TFAP2C	TFAP2C	MissingGeneType
PQLC2	PQLC2	MissingGeneType
PCK2	PCK2	MissingGeneType
CACNA1E	CACNA1E	MissingGeneType
APOC1P1	APOC1P1	MissingGeneType
LYRM2	LYRM2	MissingGeneType
RPS14P3	RPS14P3	MissingGeneType
PCSK6	PCSK6	MissingGeneType
CYP4F3	CYP4F3	MissingGeneType
RBKS	RBKS	MissingGeneType
RPL28	RPL28	MissingGeneType
ZNF879	ZNF879	MissingGeneType
PDE8B	PDE8B	MissingGeneType
PSG9	PSG9	MissingGeneType
CBLB	CBLB	MissingGeneType
C1orf54	C1orf54	MissingGeneType
LOC101927027	LOC101927027	MissingGeneType
C20orf196	C20orf196	MissingGeneType
VWA5B1	VWA5B1	MissingGeneType
DNAJB8-AS1	DNAJB8-AS1	MissingGeneType
LOC285626	LOC285626	MissingGeneType
YY1	YY1	MissingGeneType
SLC7A14	SLC7A14	MissingGeneType
SLC38A6	SLC38A6	MissingGeneType
ZNF77	ZNF77	MissingGeneType
SRGAP2-AS1	SRGAP2-AS1	MissingGeneType
XXYLT1-AS1	XXYLT1-AS1	MissingGeneType
KIF17	KIF17	MissingGeneType
SH2D5	SH2D5	MissingGeneType
TOX2	TOX2	MissingGeneType
EIF4G3	EIF4G3	MissingGeneType
FBRSL1	FBRSL1	MissingGeneType
ZNF736	ZNF736	MissingGeneType
TRA2A	TRA2A	MissingGeneType
ALDH1A3	ALDH1A3	MissingGeneType
MIR3927	MIR3927	MissingGeneType
ZNF488	ZNF488	MissingGeneType
IFNL3	IFNL3	MissingGeneType
FAM181A	FAM181A	MissingGeneType
SPRY1	SPRY1	MissingGeneType
ABCC13	ABCC13	MissingGeneType
HSD17B7P2	HSD17B7P2	MissingGeneType
AMD1	AMD1	MissingGeneType
JAK1	JAK1	MissingGeneType
CFAP44	CFAP44	MissingGeneType
BEX2	BEX2	MissingGeneType
SCMH1	SCMH1	MissingGeneType
PTBP2	PTBP2	MissingGeneType
NUMBL	NUMBL	MissingGeneType
DGKI	DGKI	MissingGeneType
DNAJB4	DNAJB4	MissingGeneType
LDLRAD2	LDLRAD2	MissingGeneType
IQCE	IQCE	MissingGeneType
MAST4	MAST4	MissingGeneType
TIMM9	TIMM9	MissingGeneType
FCN1	FCN1	MissingGeneType
PIK3C2B	PIK3C2B	MissingGeneType
PAX3	PAX3	MissingGeneType
SLC22A5	SLC22A5	MissingGeneType
S100A3	S100A3	MissingGeneType
RYK	RYK	MissingGeneType
RHCG	RHCG	MissingGeneType
MIR7705	MIR7705	MissingGeneType
MIR7704	MIR7704	MissingGeneType
SLC25A51	SLC25A51	MissingGeneType
L3MBTL4-AS1	L3MBTL4-AS1	MissingGeneType
B4GALT2	B4GALT2	MissingGeneType
WDR19	WDR19	MissingGeneType
CERCAM	CERCAM	MissingGeneType
PYCARD-AS1	PYCARD-AS1	MissingGeneType
SLC39A7	SLC39A7	MissingGeneType
RIPPLY3	RIPPLY3	MissingGeneType
NPY5R	NPY5R	MissingGeneType
NUP214	NUP214	MissingGeneType
STARD10	STARD10	MissingGeneType
ADAMTS9-AS2	ADAMTS9-AS2	MissingGeneType
CCDC32	CCDC32	MissingGeneType
CAST	CAST	MissingGeneType
MTHFR	MTHFR	MissingGeneType
MTHFD1	MTHFD1	MissingGeneType
MIR7153	MIR7153	MissingGeneType
MYO7A	MYO7A	MissingGeneType
HMOX2	HMOX2	MissingGeneType
ABLIM3	ABLIM3	MissingGeneType
SMIM1	SMIM1	MissingGeneType
TTC14	TTC14	MissingGeneType
USP9Y	USP9Y	MissingGeneType
CCDC47	CCDC47	MissingGeneType
ZNF436-AS1	ZNF436-AS1	MissingGeneType
COX7A2	COX7A2	MissingGeneType
KDM5C	KDM5C	MissingGeneType
ZNF443	ZNF443	MissingGeneType
MPZL2	MPZL2	MissingGeneType
LOC101926963	LOC101926963	MissingGeneType
PDE1C	PDE1C	MissingGeneType
TTTY3B	TTTY3B	MissingGeneType
SCGN	SCGN	MissingGeneType
SPDYE2B	SPDYE2B	MissingGeneType
TRIM40	TRIM40	MissingGeneType
PXK	PXK	MissingGeneType
SPRY3	SPRY3	MissingGeneType
WWP2	WWP2	MissingGeneType
MIR378F	MIR378F	MissingGeneType
EGF	EGF	MissingGeneType
ERVV-2	ERVV-2	MissingGeneType
FAM214A	FAM214A	MissingGeneType
CHST1	CHST1	MissingGeneType
GH1	GH1	MissingGeneType
SRSF10	SRSF10	MissingGeneType
CMIP	CMIP	MissingGeneType
C9orf64	C9orf64	MissingGeneType
SPATS2	SPATS2	MissingGeneType
RPS6KL1	RPS6KL1	MissingGeneType
EFHC2	EFHC2	MissingGeneType
LINC02232	LINC02232	MissingGeneType
APOL4	APOL4	MissingGeneType
CD300LG	CD300LG	MissingGeneType
CMTM1	CMTM1	MissingGeneType
SLCO4C1	SLCO4C1	MissingGeneType
MAP3K7	MAP3K7	MissingGeneType
PLEKHS1	PLEKHS1	MissingGeneType
C1QL2	C1QL2	MissingGeneType
C11orf57	C11orf57	MissingGeneType
RGS6	RGS6	MissingGeneType
DUSP19	DUSP19	MissingGeneType
ASB10	ASB10	MissingGeneType
FAM222B	FAM222B	MissingGeneType
RTEL1	RTEL1	MissingGeneType
FAM184A	FAM184A	MissingGeneType
GRTP1	GRTP1	MissingGeneType
PRAC2	PRAC2	MissingGeneType
BLOC1S2	BLOC1S2	MissingGeneType
NUDT13	NUDT13	MissingGeneType
LOC105370941	LOC105370941	MissingGeneType
LOC101928000	LOC101928000	MissingGeneType
LOC285095	LOC285095	MissingGeneType
ADGRF3	ADGRF3	MissingGeneType
LOC102723471	LOC102723471	MissingGeneType
IRAK4	IRAK4	MissingGeneType
SHTN1	SHTN1	MissingGeneType
RCAN3	RCAN3	MissingGeneType
LINC01449	LINC01449	MissingGeneType
DBNDD1	DBNDD1	MissingGeneType
IL1R1	IL1R1	MissingGeneType
DGCR6	DGCR6	MissingGeneType
ZSCAN30	ZSCAN30	MissingGeneType
CBSL	CBSL	MissingGeneType
HESX1	HESX1	MissingGeneType
SAP30	SAP30	MissingGeneType
VCX2	VCX2	MissingGeneType
LOC101928583	LOC101928583	MissingGeneType
TBC1D8-AS1	TBC1D8-AS1	MissingGeneType
LOC101929882	LOC101929882	MissingGeneType
LINC01991	LINC01991	MissingGeneType
LOC105373185	LOC105373185	MissingGeneType
LINC02001	LINC02001	MissingGeneType
MYB	MYB	MissingGeneType
LOC101928389	LOC101928389	MissingGeneType
LINC02049	LINC02049	MissingGeneType
LOC101927877	LOC101927877	MissingGeneType
LOC101926968	LOC101926968	MissingGeneType
PCMT1	PCMT1	MissingGeneType
NR1H3	NR1H3	MissingGeneType
RCAN2	RCAN2	MissingGeneType
ADRB2	ADRB2	MissingGeneType
SGCA	SGCA	MissingGeneType
LOC102724064	LOC102724064	MissingGeneType
CDH15	CDH15	MissingGeneType
NMRAL1	NMRAL1	MissingGeneType
LRCH2	LRCH2	MissingGeneType
TMEM57	TMEM57	MissingGeneType
SEC61A2	SEC61A2	MissingGeneType
LDLRAP1	LDLRAP1	MissingGeneType
NUMA1	NUMA1	MissingGeneType
KCNC4	KCNC4	MissingGeneType
SPTBN1	SPTBN1	MissingGeneType
LHFPL5	LHFPL5	MissingGeneType
LOC646471	LOC646471	MissingGeneType
HIST3H3	HIST3H3	MissingGeneType
ACOX2	ACOX2	MissingGeneType
SEMA5A	SEMA5A	MissingGeneType
CHST10	CHST10	MissingGeneType
PAQR7	PAQR7	MissingGeneType
FAM212A	FAM212A	MissingGeneType
MIR3167	MIR3167	MissingGeneType
DOCK7	DOCK7	MissingGeneType
WDR20	WDR20	MissingGeneType
WRAP53	WRAP53	MissingGeneType
ELOC	ELOC	MissingGeneType
DSEL	DSEL	MissingGeneType
PCGF6	PCGF6	MissingGeneType
TSSC4	TSSC4	MissingGeneType
KIF2C	KIF2C	MissingGeneType
TTC39A	TTC39A	MissingGeneType
LOC101927354	LOC101927354	MissingGeneType
CEP85	CEP85	MissingGeneType
SKA2	SKA2	MissingGeneType
ACSM2B	ACSM2B	MissingGeneType
ARPIN	ARPIN	MissingGeneType
STAU1	STAU1	MissingGeneType
C2orf81	C2orf81	MissingGeneType
FNDC1	FNDC1	MissingGeneType
PELI3	PELI3	MissingGeneType
