MutationType	ID83A	ID83B	ID83C	ID83D
4:Del:R:3	0.0004644647764507681	0.00032413630542578177	0.002489173971116543	1.4640212953054288e-08
4:Del:R:4	0.00040344520821236076	7.985612710399436e-05	7.780275758761946e-07	7.107103243697565e-08
4:Del:R:5	0.0004951400856953114	5.48950512893498e-05	0.0006592310557607562	0.0004241707851178944
5:Del:R:0	0.00014945736111258157	0.007805952429771423	0.031315476447343824	0.11332111209630966
5:Del:R:1	0.0005775695783086122	0.0022883171215653418	0.01035848930478096	0.0021350953033987706
5:Del:R:2	0.00038798461318947377	0.00029617312393384056	1.825224728690955e-07	0.0
5:Del:R:3	0.00018818137323250994	0.00010390252697902724	6.255847182501383e-08	1.6443678418909258e-08
5:Del:R:4	0.00010321467052563094	9.181879789821323e-09	8.639870117121972e-08	1.4373686951785203e-07
5:Del:R:5	4.0475098285241987e-05	0.0	0.00042937815305776894	8.328860587880626e-08
2:Ins:R:0	0.0005766453803516924	0.0035962800495326517	0.005174687504768372	1.843977059934332e-08
2:Ins:R:1	0.00022000607568770648	0.005726508051156998	0.0009617812465876341	0.003883672831580043
2:Ins:R:2	0.00016267947939923032	0.002240447420626879	0.0016646319534629583	0.00575054669752717
2:Ins:R:3	0.0008364225039258599	0.0007611467561218887	0.0017137357033789157	0.0011540496605448424
2:Ins:R:4	0.0032982714008539917	0.0017765534576028585	0.00048495411465410143	0.00032871740986593065
2:Ins:R:5	0.011034107208251953	0.011643541045486927	0.00036393587502061566	0.00038038380654370485
3:Ins:R:0	3.0952786255511454e-05	0.0010000242618843913	0.0003263888880610466	0.0020832739653997125
3:Ins:R:1	0.0	0.004595282021909952	0.0006161576078739017	0.0023123569531890097
3:Ins:R:2	5.976986503810622e-05	0.0007224288012366742	0.0011392825050279497	0.0013826429912001004
3:Ins:R:3	5.991244361212011e-05	8.380337845892427e-09	0.000165052808000965	7.498821332774242e-08
3:Ins:R:4	0.00017045074564521202	7.778223931609318e-09	1.1810945856893796e-07	1.1899911953605624e-07
3:Ins:R:5	0.0010909958626143634	0.002312157885171473	0.0005734469887016758	1.7485540126926935e-08
4:Ins:R:0	0.00011684800119837746	0.0008227646816521883	0.0018365557538345457	0.000406510554603301
4:Ins:R:1	0.0	0.0028423797572031616	0.005593100609257817	0.004817805369384587
4:Ins:R:2	3.864554892061278e-05	0.0	0.0007592344074510038	1.0444442892776351e-07
4:Ins:R:3	0.00023963942367117853	0.0	0.0001819594106549971	0.0005704650381574084
4:Ins:R:4	8.877525833668187e-05	0.0005955699074547738	1.490396925873938e-08	3.2005820571612274e-08
4:Ins:R:5	0.00014821318618487566	0.0019266849150881172	0.0005584072438068688	2.246814148065823e-08
5:Ins:R:0	3.9167757859104316e-05	0.001350489119067788	0.0037464406341314316	0.0023634203244000673
5:Ins:R:1	0.0	0.012178715877234935	0.004778371169231832	0.021575980260968207
5:Ins:R:2	0.0	0.0002120242194422417	0.0003530432131356065	0.0009068489125866108
5:Ins:R:3	1.921878501889296e-05	9.958164300769568e-05	0.001155896116392796	5.983455508840052e-08
5:Ins:R:4	2.0773174401256256e-05	4.7866671229712666e-05	0.0006951425748411566	4.3983864372876266e-08
5:Ins:R:5	3.0657856041216294e-05	0.00013547121488954872	0.0018615879118442536	0.00037433744130481726
2:Del:M:1	0.0034164996352046726	0.007818054407835007	0.031657181307673456	0.006281426595523954
3:Del:M:1	0.00016015333821997046	0.0017164320452138782	0.0033781776495743544	0.005936623038724065
3:Del:M:2	0.002489709900692105	0.007001746352761984	0.004685795400291681	0.009884278662502766
4:Del:M:1	0.0003013335022842512	0.0011564866348635406	0.009871536772698164	0.0021878433879464866
4:Del:M:2	0.0008343819994479418	0.001847068266943097	0.011633060313761235	0.0027478368487209083
4:Del:M:3	0.001149244245607406	0.003079652995802462	0.016871108673512936	0.0059902520384639505
5:Del:M:1	6.643898050242569e-05	0.006187456310726702	0.021303178369998933	0.12663229703903198
5:Del:M:2	5.1774951862171294e-05	0.006412944896146655	0.004460078198462725	0.12460995763540268
5:Del:M:3	0.00015762404182169122	0.0032567543513337682	0.001675377762876451	0.109260293841362
5:Del:M:4	0.00011683808406814933	0.0049700080417096615	0.0009736176754813642	0.04142706394195557
5:Del:M:5	0.00016066183743532748	0.0070747850928455595	0.0029194333008490505	0.04157910197973251
