ID	MutSig2CV_NC	NBR	oncodrivefml	Brown_observed	Fisher_observed	Brown_Scale_C_observed	Brown_DF_observed
smallrna.ncrna::gencode::ACA64::ENSG00000239005.1	0.998307518643052	1	NA	0.99982812308538	0.999998566944727	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::ACA64::ENSG00000239008.1	0.99997693215132	0.0999334561842665	0.52173	0.422424084153387	0.433602146078152	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::ACA64::ENSG00000252016.1	0.997506448694221	0.640099684810963	0.65286	0.909013265615224	0.941192992943782	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::ACA64::ENSG00000252119.1	0.999245769049528	1	NA	0.999937276616358	0.999999715496301	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::CPEB3_ribozyme::ENSG00000221042.1	0.994868032298549	1	NA	0.999314000131867	0.999986808868922	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::CTD-3135A9.3::ENSG00000253602.1	0.999754748911893	0.878570235336265	0.76803	0.982048987509304	0.992410857251401	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::CoTC_ribozyme::ENSG00000221031.1	0.992431969554965	0.88369083182355	0.35521	0.846224622784172	0.886713794433152	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::HAR1A::ENSG00000225978.2	0.999999805848065	0.99725753103305	0.81801	0.995777115342642	0.998791152153517	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::KLHL22-IT1::ENSG00000255156.1	0.99961059293972	1	NA	0.999972495158844	0.999999924171227	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::LINC00910::ENSG00000188825.9	0.589751416888523	0.781626201637891	0.42873	0.734901585313692	0.777823846910056	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::LZTS1-AS1::ENSG00000253733.2	0.151176887728712	0.990049399152964	0.44916	0.475304869955213	0.493702580989722	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000253143.2	0.99956866801374	0.976826083277258	0.33925	0.860243322997755	0.899428307708013	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000271770.1	0.999908976793634	1	NA	0.999995509591242	0.999999995857262	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000271986.1	0.991944778431309	1	NA	0.998795500357851	0.99996746923753	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272019.1	0.998312700830911	0.788266884949193	0.39462	0.845496542558014	0.886046004495281	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272042.1	1	1	NA	1	1	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272075.1	0.0288738892647996	0.174271723565021	NA	0.0580860129785024	0.0316605145672387	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272096.1	0.99405648272296	0.56759672309625	0.58316	0.858730091625892	0.898069352070479	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272197.1	0.990821766989481	1	NA	0.998582192403408	0.999957750562429	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272232.1	0.99981274517063	1	NA	0.999988961316422	0.99999998246672	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272244.1	0.999902686820788	1	NA	0.999995119434466	0.999999995264919	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272283.1	0.991387012933781	1	NA	0.998690430344657	0.999962801275595	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272412.1	0.999916463570597	1	NA	0.999995965344485	0.999999996510735	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272469.1	0.995136699607925	1	NA	0.999358533967627	0.999988154937015	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::Metazoa_SRP::ENSG00000272536.1	0.997182657916498	1	NA	0.99967543275336	0.999996027559464	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::NRON::ENSG00000253079.1	0.999994041921261	1	NA	0.999999850056678	0.999999999982251	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RMRPP1::ENSG00000253045.1	0.992918676121232	1	NA	0.998974560199623	0.999974868033284	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RMRPP2::ENSG00000252419.1	0.999678305556907	0.912880570445777	0.01287	0.195801544453703	0.179937467436117	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RMRPP3::ENSG00000252465.1	0.994229968612011	1	NA	0.999205928450884	0.999983321259005	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RMRPP4::ENSG00000251950.1	0.999969168467201	1	NA	0.999998835726373	0.999999999524703	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RMRPP5::ENSG00000223088.1	0.99966937756226	1	NA	0.999977572270703	0.999999945338377	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP100::ENSG00000223190.1	0.997670371931343	0.938814036701697	0.53608	0.942812339001844	0.967189928393717	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP101::ENSG00000223308.1	0.241941474387413	0.143983242849858	0.69302	0.288055542855213	0.281424998779799	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP102::ENSG00000223118.1	0.229972603289936	0.889975656746352	0.66204	0.639744498409626	0.67700512827827	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP103::ENSG00000200718.1	0.999035779360269	0.833154545893937	0.62626	0.948851678303038	0.971493075431126	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP104::ENSG00000199475.1	0.123395962111516	0.956733325208392	0.20999	0.29204397906528	0.285893231741434	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP105::ENSG00000253001.1	0.114183012343586	0.961334754934539	0.67979	0.498168612038623	0.519595878068779	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP106::ENSG00000222764.1	0.999827624846419	1	NA	0.999990044108046	0.99999998514255	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP107::ENSG00000201027.1	0.98788523674933	0.269236384657207	0.26031	0.481691762920008	0.500943426595861	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP108::ENSG00000223299.1	0.24802833897341	0.00871286588771092	0.44924	0.0449869629564271	0.0310672400143396	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP109::ENSG00000222524.1	0.998088094044331	0.531482741386786	0.42689	0.769104881174798	0.812545884694509	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP10::ENSG00000201161.1	0.999612945795961	0.869158832412077	0.05505	0.405427989686991	0.414259690381056	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP110::ENSG00000222078.1	0.999818072927304	1	NA	0.999989351552615	0.999999983450266	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP111::ENSG00000222281.1	0.999927645030186	1	NA	0.999996627195499	0.999999997382316	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP112::ENSG00000223145.1	0.999334199341624	0.907371861165106	0.76748	0.984959540560098	0.993935021859293	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP113::ENSG00000200761.1	0.996992159536096	0.91700829396589	0.41626	0.89048419317075	0.925827931303644	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP114::ENSG00000222259.1	0.999448787033673	0.764817955493176	0.2036	0.674490478390004	0.714434393729637	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP115::ENSG00000200047.1	0.999193741327749	0.827300075021882	0.981	0.995495804899856	0.998687863406869	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP116::ENSG00000252711.1	0.199415947382465	0.653963255409821	0.42591	0.435203499969201	0.44814271158991	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP117::ENSG00000222107.1	0.99973632990243	1	NA	0.999983086022315	0.999999965235984	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP118::ENSG00000201201.1	0.999063070591048	1	NA	0.999917792851867	0.999999560944499	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP119::ENSG00000222685.1	0.99954758708564	1	NA	0.999966839071178	0.999999897645841	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP11::ENSG00000252827.1	0.28428409227355	0.240338773781035	0.10926	0.15193110823316	0.133553658194116	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP120::ENSG00000222693.1	0.39100518615745	0.0866821551511495	0.71899	0.289458257427257	0.282995895095017	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP121::ENSG00000222774.1	0.99999921075216	1	NA	0.999999987941026	0.999999999999688	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP122::ENSG00000251732.1	0.999582062221771	0.913372315109622	0.39547	0.879281614492557	0.916225085593617	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP123::ENSG00000222664.1	0.999999998032894	1	NA	0.999999999993157	1	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP124::ENSG00000201600.1	0.999999068418075	0.857417240721499	0.6163	0.950980669922274	0.972980391621785	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP125::ENSG00000222413.1	0.122690357177839	0.739695596099492	0.93867	0.528109374431019	0.553364699604327	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP126::ENSG00000223075.1	0.999966311209802	1	NA	0.999998699687575	0.999999999432526	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP127::ENSG00000222375.1	0.99408700090591	0.797754240250456	0.14712	0.602798087387379	0.636582057226368	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP128::ENSG00000201140.1	0.999935960356067	1	NA	0.999997103444059	0.999999997949418	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP129::ENSG00000222220.1	0.996477631519335	1	NA	0.999571125695498	0.99999378916357	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP12::ENSG00000252084.1	0.991931001483071	0.736103974945318	0.61954	0.924592745194484	0.953541093197767	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP130::ENSG00000201794.1	0.999919710661299	1	NA	0.999996159944798	0.999999996776725	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP131::ENSG00000199876.1	1	1	NA	1	1	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP132::ENSG00000251810.1	0.999174661731397	1	NA	0.999929818114675	0.999999659314631	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP133::ENSG00000201715.1	0.99683660159228	0.835241502318336	0.9075	0.991414365267644	0.997022069182382	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP134::ENSG00000200830.1	0.999799176372125	0.443541306207487	0.54421	0.784916508803066	0.828257544766528	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP135::ENSG00000252358.1	0.0518695347827191	0.0722501474806821	0.56938	0.0728639334012325	0.0556071814852193	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP136::ENSG00000222859.1	0.0784668172872479	0.886400554067761	0.09129	0.138527588054555	0.119739064128609	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP137::ENSG00000223006.1	0.320353473250608	0.0748463743436354	0.38532	0.171347591247088	0.153881781713521	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP139::ENSG00000222343.1	0.995086833503133	0.406532037131192	0.69776	0.823043975830761	0.865118252343946	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP13::ENSG00000251742.1	0.0542428104217716	0.748237217808489	0.31893	0.206543011405586	0.1915199883433	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP140::ENSG00000223128.1	0.99213771890579	0.870044936501349	0.04136	0.351466055185171	0.352932456009565	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP141::ENSG00000251976.1	0.98601268034809	0.858376303692568	0.87499	0.99000669963903	0.996389108650532	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP142::ENSG00000223168.1	0.999000418298782	0.857938752236673	0.08731	0.498800903595226	0.520310786345992	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP143::ENSG00000222451.1	0.999461540233722	0.937200968758816	0.19197	0.711012664973621	0.753043400329131	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP144::ENSG00000223040.1	0.995033308034215	0.74180323075507	0.82428	0.970627400612646	0.98584661117666	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP145::ENSG00000200161.1	0.99999923699402	0.808716455505343	0.15369	0.618332503539379	0.653649102601648	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP146::ENSG00000222174.1	0.996242802318772	1	NA	0.999535156057122	0.99999293287638	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP147::ENSG00000252963.1	0.410991249995953	0.699602862732539	0.87423	0.794954886552985	0.838109372320795	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP148::ENSG00000222111.1	0.999755539662831	1	NA	0.999984608506892	0.999999970117137	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP149::ENSG00000199878.1	0.999809782504255	0.652210044494734	0.6567	0.91425876841742	0.945413205146934	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP14::ENSG00000251809.1	0.992050617698441	0.595638202104419	0.98626	0.965102334558362	0.982402249623755	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP150::ENSG00000222448.1	0.991128772801384	1	NA	0.998641195056483	0.999960533786142	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP151::ENSG00000222162.1	0.990674590981575	1	NA	0.998553729502746	0.999956382578236	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP152::ENSG00000222376.1	0.990643540701441	0.56050969608214	0.37222	0.746195065367973	0.789392888077827	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP153::ENSG00000201896.1	0.998357493875116	0.507138426250079	0.00919	0.115739829525144	0.0967351003142128	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP154::ENSG00000222068.1	0.998296493462302	0.821021895923378	0.57518	0.932037700056739	0.959230716958427	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP155::ENSG00000251840.1	0.150445706572674	0.0823815813163175	0.67484	0.162026903401543	0.14407986698799	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP156::ENSG00000222240.1	0.371048461494341	0.263783891327844	0.68021	0.473208082589806	0.491324296764576	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP157::ENSG00000251983.1	0.138001089113527	0.91250704683252	0.13238	0.236898746656423	0.224632600787153	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP158::ENSG00000222385.1	0.999999523101224	0.862957689662321	0.00946	0.159824878317309	0.141775645617162	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP159::ENSG00000222589.1	0.402208999569238	0.274911750369041	0.12599	0.214993552242816	0.200684536936295	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP15::ENSG00000201612.1	0.00053044346920247	0.465313692424692	0.98845	0.0187740423492938	0.0107144680882446	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP160::ENSG00000200674.1	0.985817202824729	0.478836535878228	0.24961	0.605208605231933	0.639236718985891	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP161::ENSG00000223042.1	0.999994522275507	1	NA	0.999999864976658	0.999999999984997	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP162::ENSG00000200475.1	0.999956143755672	1	NA	0.999998193355657	0.999999999038301	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP163::ENSG00000200091.1	0.00384638086444011	0.846013459174056	0.94474	0.0906809371137349	0.0722944985341499	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP164::ENSG00000251947.1	0.0823060711649716	0.96634270056926	0.9959	0.511540917268745	0.534700049436223	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP165::ENSG00000223282.1	0.999992996866291	1	NA	0.99999981658277	0.999999999975478	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP166::ENSG00000222744.1	0.999604724137316	0.334262313767123	0.14795	0.411877914790992	0.421600043740704	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP167::ENSG00000222979.1	0.999231654473057	0.845213000303222	0.07968	0.475522925548047	0.4939498793226	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP168::ENSG00000222842.1	0.997957073818946	0.903812185865052	0.43452	0.896591585801594	0.930967201501039	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP169::ENSG00000223056.1	0.998315531151959	0.926846980023663	0.56749	0.949996923022337	0.972295136531265	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP16::ENSG00000222112.1	0.999997342615954	1	NA	0.999999945208876	0.999999999996469	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP170::ENSG00000199420.1	0.0430163260490821	0.828040030974573	0.69403	0.291616945800748	0.28541459432896	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP171::ENSG00000201287.1	0.999993511000209	1	NA	0.999999833217503	0.999999999978946	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP172::ENSG00000223273.1	0.999996055870216	1	NA	0.999999910351245	0.999999999992222	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP173::ENSG00000199691.1	0.999988695179307	1	NA	0.999999666762951	0.9999999999361	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP174::ENSG00000200673.1	0.999976453068986	1	NA	0.999999168054545	0.999999999722769	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP177::ENSG00000222499.1	0.999998157910653	0.837550269400193	0.89904	0.991181010482449	0.996918935354246	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP178::ENSG00000201875.1	0.992876530425944	0.546966905161981	0.89448	0.937249764836599	0.963123652931553	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP179::ENSG00000251935.1	0.996586638727911	1	NA	0.999587623450486	0.999994167842879	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP17::ENSG00000223174.1	0.999638911212793	1	NA	0.999974966523611	0.999999934799596	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP180::ENSG00000200783.1	0.990463809310871	1	NA	0.998512768777299	0.999954385305277	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP181::ENSG00000223120.1	0.999203063500301	0.96719807206051	0.73141	0.986321316930199	0.994622602791708	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP182::ENSG00000222704.1	0.999937193039708	1	NA	0.999997172798284	0.999999998027602	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP183::ENSG00000252978.1	0.0627662178572402	0.408100771074563	0.46882	0.198211878534365	0.182529751552144	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP184::ENSG00000199218.1	0.999960702334791	1	NA	0.999998424419643	0.999999999227837	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP185::ENSG00000199683.1	0.999859378574602	0.812374692430247	0.31516	0.799420506190541	0.842459653120429	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP186::ENSG00000202241.1	0.996688255557991	0.856723121489723	0.1388	0.606642770908557	0.640815063142782	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP188::ENSG00000222721.1	0.999205686473249	0.955684416643282	0.06455	0.456797034856212	0.472692940217998	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP189::ENSG00000201912.1	0.99999979862274	1	NA	0.999999997803836	0.99999999999998	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP18::ENSG00000251814.1	0.109849329687933	0.867018364411109	0.94043	0.539694881475718	0.566378866490047	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP190::ENSG00000251888.1	0.999742659587154	1	NA	0.999983590817782	0.999999966885115	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP191::ENSG00000201583.1	0.99989650574674	1	NA	0.99999472991236	0.999999994644285	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP192::ENSG00000223223.1	0.999915098640002	0.503253157777442	0.38568	0.730320669781455	0.773103632931728	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP193::ENSG00000201358.1	0.99858925017852	1	NA	0.999863041532609	0.999999004424191	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP194::ENSG00000223260.1	0.996654977862401	1	NA	0.999597899936338	0.99999439916499	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP195::ENSG00000252396.1	0.243345294382646	0.180924940511575	0.93198	0.37643821121836	0.381284799934951	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP196::ENSG00000252076.1	0.992084284989119	0.852623570428714	0.1945	0.688518657417058	0.729360176690803	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP197::ENSG00000252886.1	0.994864618897072	1	NA	0.999313430516859	0.999986791300497	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP198::ENSG00000238324.1	0.999879963242918	1	NA	0.999993659614909	0.9999999927953	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP199::ENSG00000222257.1	0.999862971693788	1	NA	0.999992521618273	0.999999990611193	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP19::ENSG00000251825.1	0.996076431512197	0.98306289508421	0.69375	0.982723206029864	0.992770172054546	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP1::ENSG00000202395.1	0.999362185047409	0.927481789489618	0.12731	0.605572246413446	0.63963699396567	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP200::ENSG00000222496.1	0.999686810101026	0.876516553424704	0.35664	0.846952135678399	0.887380350233816	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP201::ENSG00000252663.1	0.120621778995507	0.784283197413009	0.28315	0.303938262054772	0.299246160540592	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP202::ENSG00000222371.1	0.999984721065341	1	NA	0.999999514844792	0.999999999883276	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP203::ENSG00000200488.1	0.999836851448866	0.980015798581169	0.23175	0.769798852339749	0.8132402368418	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP204::ENSG00000202351.1	0.999708616198034	1	NA	0.999980841178471	0.999999957543616	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP205::ENSG00000222931.1	0.099462966697208	0.52238077436062	0.20291	0.18444344693868	0.167778027618265	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP206::ENSG00000222755.1	0.99990210358287	1	NA	0.999995082934308	0.999999995207989	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP207::ENSG00000223136.1	0.998469890332484	0.993632703621653	0.64283	0.976166185289963	0.989133970559624	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP208::ENSG00000202344.1	0.995343126737578	0.963692364510881	0.64087	0.971886506536308	0.986609359722342	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP209::ENSG00000252697.1	0.149774142131038	0.108656923375752	0.16259	0.0829203473747511	0.0649460795082191	1.27579467080705	4.70295113884156
smallrna.ncrna::gencode::RN7SKP20::ENSG00000199622.1	0.999713499591361	1	NA	0.999981240727355	0.999999958954838	1.60401950219337	2.49373526601785
smallrna.ncrna::gencode::RN7SKP210::ENSG00000238875.1	0.998247747782671	0.895065924180631	0.78261	0.985384062716766	0.994151213406255	1.27579467080705	4.70295113884156
